编号,场景,文案,图片url,音频url,视频url,用户id
40057,4401,Everything will be ok以及 所以别让自己太过消沉 这两首歌陪我度过了我生病最低谷的时期 我唯一一次查出轻度抑郁 都要谢谢因为有恋恋姐,,,,恋旧祎雨落
40058,4401,“我们是流浪的野火/不适合躺进火柴盒” 原因：我向往不受拘束的肆意和自由 野火在我的理解里象征着烧不尽的顽强生命力，也代表着不期而遇的希望吧,,,,暂时遗弃
40059,4401,梦到没得到的，得到又丢掉的都成了歌。会有共鸣，提醒自己所有遗憾都是体验，与自己和解。,,,,小农民
40060,4401,Everything will be ok，感觉有种释然一切的感觉,,,,柒予
40061,4401,“晚成的云何妨尽兴” 就像ll本人一样让我觉得好像什么时候再开始都不算晚,,,,熊饼
40062,4401,“保持内心温柔而灵魂自由” 好轻柔却有力的一句话,,,,心动颜究日记_锦鲤版
40063,4401,“晚成的云何妨尽兴”，有一种自由灵魂的感觉,,,,一条好鱼
40064,4401,"当你见到我，你会认出我，
你会爱上我，死都不放过我，
当你见到我，你就会懂得，
和他们为何都没有结果，
我们哼着歌，赶走了寂寞，
走过了宇宙，一起钻进被窝。",,,,小喵喵叠猫猫
40065,4401,不必开花也叫茉莉，留着点力气来喜欢自己,,,,楠木头
40066,4401,"“还学不来牡蛎吞进沙泥 吐不出珍珠一粒”
当作是为我写的  ",,,,zzztw-zzztw
40067,4401,"1、若生命这东西总有天会失去，那不如就活个尽兴。
2、Lighting up we're two stars collide in one",,,,夏天能喝到金菠萝嘛
40068,4401,“保持内心温柔，而灵魂自由。”这句歌词是我从认识小恋恋至今没有改变过的印象，也是我期望成为的样子。“内心温柔”并不是对一切人事物都温和以待，而是对世界永葆敏感与好奇。“灵魂自由”便是自由地表达与创作她珍贵的好奇心，细腻的观察。,,,,幻想家
40069,4401,“留着点力气来喜欢自己”；喜欢的词太多，就留下了当下脑子突然闪过的一句,,,,世界上最难写的就是自己的名字
40070,4401,,,,,小紙
40071,4401,脑子一闪而过的是我们《给我唱首歌》的“祝我寒路酒壶热，祝我长夜美梦多，祝我更加愛我”,,,,甜心奶泡芙_
40072,4401,好难的一道题啊 只能选出对我意义最重大的一句吧 当夏天退场时你依然在唱,,,,瑶瑶
40073,4401,最近是《悬案》的：或许爱是人类为抵御虚无创造的谣传，今晚我抚摸着你不再去想爱与不爱，忽然触到一朵尸斑，悬案也有彩蛋。当我get到这句之后简直惊为天人。有时候会想追星女的爱（也包括各种其他类型爱）有没有解，到底什么才算爱，是多看演出嘛，是多做数据嘛，是多产出嘛，不过纠结这些也没啥意义，或许真的只是所谓的虚无的不存在的东西，活在当下吧，做当下觉得对的事吧，是对自己对别人的负责。,,,,般弱星跳舞的阿离
40074,4401,“晚成的云何妨尽兴”还记得当年粉丝写的生日曲也有类似的表达，这就是我们最想对恋恋说的话：感谢浪姐让我们看到了你这朵晚成的云，未来我们陪你一起尽兴,,,,LLMJ小明
40075,4401,“如果可以，我还是希望你在场”这句真的太戳人了，越长大越能体会到留住身边人的不易,,,,Lodess云蜮
40076,4401,“若生命这东西总有天会失去，那不如就活个尽兴”,,,,吃核桃不吐核桃壳
40077,4401,感觉不同时期最喜欢的歌和词不太一样 最近最喜欢的应该是 隔壁回锅肉的香味混在其中 困顿之中还有美好的可能 所以别让自己太过消沉 因为…最近过的真的不太好 几度有点活不下去了 可是因为一些小美好 还是一次次的尝试着救一救自己 至少要看到新巡演吧 ,,,,Ly-Q-z
40078,4401,所以别让自己太过消沉。给我唱首歌也喜欢，是听到就容易想很多哭，但很难划出某句歌词。,,,,想退休
40079,4401,“困顿中还有美好的可能~”这句！感谢  刘恋！这首歌简直是考编期间的精神支柱，直接成功上岸！,,,,明天别熬夜了吭
40080,4401,当你见到我，你会爱上我。因为看到恋恋的时候就是这样的感受,,,,菠萝饭不要灯笼椒
40081,4401,"你要的不是我，是幻想中的另一个
原因太长了，反正简而言之就是到目前为止还是唯一恋的人笑着给我讲她有喜欢的人了的时候的我简直像个小丑",,,,江川送明月
40082,4401,我知道永恒说来是有点荒唐，可你让我又忍不住往那想……,,,,甜甜秀秀雨_y
40083,4401,坠落也是我的作品,,,,方掷月
40084,4401,保持内心温柔和灵魂自由,,,,Beesssss
40085,4401,“管它什么，三十而立，我躺着也很美丽”因为我刚满三十岁了但是还是一事无成（哭哭。）,,,,Bobi
40086,4401,爱我的人依旧温柔肯定，觉得这句词会陪我走过一生,,,,Yohovo
40087,4401,若生命这东西总有天会逝去，起码我们活个尽兴,,,,刘恋琉璃鲸
40088,4401,若生命这东西总有天会失去，那不如就活个尽兴,,,,YKYBHL
40089,4401,祝我寒路酒壶热，祝我长夜没梦多，祝我更加爱我。,,,,mio
40090,4401,如果青春离场我也不再轻狂，如果可以我还是希望你在场。,,,,沐沐1031
40091,4401,是不是等我出人头地了，他就能挺起胸膛,,,,第一我不叫位
40092,4401,用喜欢的事养活自己是我做过最骄傲的事情。谢谢你的坚持，谢谢你还在热爱,,,,玫瑰终究会开
40093,4401,"晚风缠绕我身体
那晚最近的距离
是蚊子亲吻我然后亲吻你",,,,onez洋
40094,4401,祝我寒路酒壶热，祝我夜长美梦多，祝我更加爱我,,,,"小熊猫专车
"
40095,4401,好难选最喜欢啊,,,,天上有个小傻
40096,4401,不必开花也叫茉莉，不必慈悲也算神明。 我们要尽情做自己，管他什么边边框框，谁也别想规定我！,,,,la笔小昕
40097,4401,"我知道永恒说来是有点荒唐，可你让我又忍不住往那想。
这一句特别像脑海里思想的矛盾碰撞，唯物主义者也会因为情感而有唯心的想法。",,,,鱼鳍
40098,4401,"它不开口 享受坠落的自由
最近想放松心情",,,,週末愉快在場
40099,4401,"最喜欢的一句也太难选了！选一句对我有特别意义的吧，“它不小心亲吻了黄昏，
就留下了一轮月作吻痕”，因为有一天加班到很晚，在家门口的拐角处，偶然抬头看了眼月亮，那天的月亮是一个小月牙，耳机里正好播放到这句，一瞬间我就悟了，这就是吻痕！这世上竟然有这么有才华的人，能认识你真好。",,,,听你眼睛里的光
40100,4401,"来就大方往前走
走就利落不回头
来快走别堵塞我的自由",,,,三以文
40101,4401,保持内心温柔而灵魂自由,,,,梓木
40102,4401,"喜欢太多了
最喜欢：困顿中还有美好的可能",,,,孤独魔法
40103,4401,你比戈多还难等,,,,張張在东北等你
40104,4401,"“拥有和失去 是一个词语”。
这句歌词很有哲思，在生活中，这两者好像是伴随关系，就像拥有清醒智慧的同时，会失去一些简单无脑的美好幻想，拥有权衡利弊能力的同时，会失去不顾一切的冲动与勇气。不过，在经历每一个得失后，我们的感知会变得更加柔软细腻，我们的人格会变得更加丰满立体，如同存折积累，只多不少。",,,,刘小泳007
40105,4401,（没有不喜欢的）我爱这脏不掉的天，老不掉的岁月……因为这是我第一次听一首歌哭的稀里哗啦，用这些梦幻的词来描绘爱，太能共情了555,,,,咩了个咩
40106,4401,当舞会散场时你依然在场  这是我听刘恋的第一首歌,,,,杀手
40107,4401,最后我破碎在茉莉的花心，怎么就不算尽兴；让我明白原来不能永恒存在也是被允许的，让我不焦虑了,,,,NNNNNNK-
40108,4401,保持内心温柔而灵魂自由,,,,鱼
40109,4401,,,,,养生小杨爱吃梨
40110,4401,来就大方往前走 走就利落不回头    好潇洒,,,,BETCHA_
40111,4401,好多啊真的只能选一句吗。“保持内心温柔而灵魂自由”“不必开花也叫茉莉”“我肥沃的土地，不种玫瑰也可以，种苍山与野菊”etc.,,,,木木木茗_
40112,4401,“祝我寒路酒壶热 祝我长夜美梦多 祝我更加愛我”,,,,恋落云卷_
40113,4401,（太多太多了，真的选不出最喜欢的）,,,,排了好几公里
40114,4401,,,,,林一
40115,4401,天才恋爱博弈势均力敌才够刺激 ,,,,小周
40116,4401,别说话只接吻~,,,,废纸团团
40117,4401,白天负责制造难题，最后只能交给夜晚来回答。,,,,词不达意
40118,4401,每种道理都有反例，别提主义但没主意,,,,油油油油uu
40119,4401,“神说爱会来帮我”。首先词和曲都很给人以力量，其次感觉恋恋就像我的“神明”一样，总能给我带来好运。,,,,香槟两瓶
40120,4401,“不缺一趟旅程 不缺供你流浪的山海 只缺你在我身旁落下来” 听着这句歌词，脑海里的画面是夕阳下两个相互倚靠的背影，给你一种细水长流，安静平淡，又很放松安心的感觉,,,,土豆
40121,4401,保持内心温柔而灵魂自由,,,,一只会飞的猪呀_
40122,4401,我知道永恒说来是有点荒唐，可你让我又忍不住这样想。因为遇到刘恋之前从不追星，遇到她之后不可控制的想要在线下的各种舞台见到她。,,,,Seven
40123,4401,若生命这东西总有天会失去 那不如就活个尽兴,,,,让我出去丸
40124,4401,"保持内心温柔而灵魂自由  感觉这句话很浪漫，姐姐真的有在教会我怎样对待这个世界，怎样对待自己
",,,,迷恋
40125,4401,太聪明危害身心健康。因为我是一个很内耗的人，总在想自己为什么不够聪明，比不上别人。听了这句歌词之后感觉一切其实也都一样。,,,,风筝线
40126,4401,当你见到我，你会认出我。你会爱上我，死都不放过我给我浪漫住了,,,,爱恋 aiai
40127,4401,Everything will be ok.因为什么都可以，允许一切如其所是。,,,,YwY.
40128,4401,在奇谈发布之前是当夏天退场时你依然在场，发布奇谈之后是谁爱这宇宙过期的永久，五指相扣的牢笼。,,,,小吴想一直在场
40129,4401,这不是我的家乡，却是我一生的主场。上大学后远离家乡，在陌生的地方一个人生活，但带着对未来的憧憬，希望在这里作为我一生的主场,,,,W.LIN
40130,4401,“晚风会吹散古老的低语 庆祝我完整的命运”是勇敢、是挺拔、是站在阳光下的坦荡和力量，也是新生。,,,,2229_
40131,4401,“谁爱这宇宙过期的永久，五指相扣的牢笼”五指相扣是恋人们在恋爱中很常规的表达爱意的方式，当爱情逐渐消散，也就是爱情的“过期”，此时的五指相扣，到底是出于曾经的习惯还是发自内心的因为爱的主动,,,,肠胃炎
40132,4401,“就算对于明天还有疑问，我会努力爱着爱我的人，爱着那渺小而无常的安稳，总有一个人能给我温存。我不能让自己太过消沉。”一直在用这首歌让自己安心下来 安慰自己不要焦虑 不要害怕 勇敢一点,,,,一一站住不许跑
40133,4401,不必开花也叫茉莉，不必慈悲也算神明，留着点力气，来喜欢自己。,,,,Tetrahydrofuran_
40134,4401,,,,,rain
40135,4401,“如果可以我还是希望你在场”我想一直一直在场,,,,萧个蛋挞
40136,4401,很多，很符合最近所见所闻的是“当世界缓慢陷落，谁也别想好过，狂欢之中无聊就是错”,,,,回忆专宠小能喵
40137,4401,若生命这东西总有天会失去，那不如就活个尽兴。是我这几年的人生座右铭  ,,,,1105号阿念
40138,4401,当世界缓慢陷落 谁也别想好过 狂欢之中无聊就是错,,,,Maxine
40139,4401,"Two empty hearts Ashes of our empty fire Lighting up, we're two stars collide in one",,,,阿卡
40140,4401,想到如果是你一定不投降，我就敢再拼他一场,,,,夏之恋llll
40141,4401,走过了宇宙，一起钻进被窝。（因为这句歌词的灵魂很刘恋）,,,,玛卡巴卡混账到老
40142,4401,人们把项圈戴进无名指头，很妙的一句！作茧自缚的人类，山盟海誓只不过是我甘心戴上的项圈，很有主体性的一句，并且显示了亲密关系间的客观视角，可能因为最近失恋吧看着句特别喜欢,,,,ike
40143,4401,如果可以，我还是希望你在场。生命中很多人都是过客的形式存在，但我也希望其中会有一个陪伴我的爱我的人，或者说是我爱的人,,,,阿七
40144,4401,刚开始喜欢“管他什么年纪，只要音乐不会暂停。”后面喜欢“或许今天美化自己找上门”。一直喜欢“如果可以我还是希望你在场。”,,,,加绒
40145,4401,“若生命这东西总有天要失去，那不如就活个尽兴”,,,,大尻
40146,4401,“我想打碎一片乌云 就当我能指挥暴雨”,,,,摇一摇
40147,4401,“又是一个新的早晨”很简单的一句话哈哈哈。我在低谷时，每天是在这句歌词中醒来的。我爱它，它给了我很大力量。,,,,Huan
40148,4401,“狂欢之中无聊就是错”因为有过切身体会。,,,,马天天天
40149,4401,"可以是一句文案吗艺术家们--
抬手感恩神性降临的时刻
俯身谢过情绪共振的众生",,,,陈xr
40150,4401,第一反应是“不种玫瑰也可以种苍山与野菊”，可能是因为最近想辞职，借词劝自己看开一点,,,,二哈
40151,4401,最喜欢佳丽 喜欢整首歌的立意 里面那句不必开花也叫茉莉深得我  ,,,,小蝴蝶Sylvia
40152,4401,肥沃的土地，不种玫瑰也可以种苍山与野菊。给我一种不被别人定义和束缚的美，我对我的人生自有安排。,,,,就酱儿
40153,4401,“用喜欢的事养活自己，是我做过最骄傲的决定”因为这句歌词告诉我从事喜爱的工作，是会获得幸福的，我希望自己能在警校中锤炼过硬本领，成长为一名忠诚的共和国卫士。,,,,虾条
40154,4401,“祝我寒路酒壶热，祝我长夜美梦多，祝我更加爱我”好多好喜欢的，但是脑子里先闪过的是这一句，听的时候就有一种被很温柔的力量包裹的感觉,,,,理论摄影部
40155,4401,若生命这东西总有天会失去，那不如就活个尽兴。尽兴完全是我人生之歌,,,,江鸟
40156,4401,我所经历的挫折 都是我累积的存折，这句总会在我迷茫麻木的时候给我力量，听姐的歌真的会莫名的安心,,,,薯条一盒
40157,4401,"跑题但是：越往前走越难 越难越往前走
我最喜欢的一句文案",,,,和桃桃争宠
40158,4401,不用睡着就能做梦～  很符合我晚上不睡觉躲被子里玩手机哈哈哈,,,,Kkxxx
40159,4401,我所经历的挫折都是我 累积的存折。因为我每次遇到挫折的时候都会想到这句话，会让我乐观的去面对人生的暴风雨,,,,奕只屁屁桃
40160,4401,如果可以我还是希望你在场 在我发现时间一年年过，朋友啊，同学啊都在离去，再也不联系，我觉得这句歌词真的太好了，我非常重感情，所以如果可以的话，我还是希望所有人都不要离开了,,,,到现在你还在场
40161,4401,若生命这东西总有天会失去，那不如就活个尽兴。,,,,女人不要生气
40162,4401,我所经历的挫折，也是我累积的存折，让我变得富有，始终仰着头。,,,,hia
40163,4401,我愿那少年，心有所向，目有所望，路有所往。这也是我对自己的期望,,,,爱羽球的小耗子
40164,4401,“我肥沃的土地，不种玫瑰也可以，种苍山与野菊”传递了一种做什么都可以的肯定，高考完去云南西藏，要真的站在苍山脚下了,,,,不困
40165,4401,若生命这东西拥有天会失去 那不如就活个尽兴--《尽兴》，很洒脱，每当听到这局就觉得眼前的困难也不过如此。,,,,闻起来也不像个受
40166,4401,“你来之前我还有好多事情要做，保持内心温柔而灵魂自由”总觉得是最容易触摸到刘恋灵魂的一句歌词，听到总会因为共情而想流泪。,,,,KIYO
40167,4401,来就大方往前走，走就利落不回头。,,,,范德贝克
40168,4401,钻进泥里，我畅饮，然后原地开花,,,,鱼信国王13
40169,4401,这太难选了，《当你见到我》《尽兴》《有丝分裂》的每一句歌词我都非常喜欢。,,,,只喜欢刘恋
40170,4401,当舞会散场时你依然在场，打着哈欠说要陪我到天亮。/因为我时常向往有这么一个人在陪我，或者说我在陪着谁，恋应该也是吧，有指定的或者无特定的那个或那些人。/其实很多歌词都很喜欢，但是如果是最喜欢的就让这句入选我的最喜欢吧！,,,,林詩梅
40171,4401,此刻的我只需要一首歌就能活。因为我需要几首歌治愈,,,,吃悬浮
40172,4401,“多么希望这一刻能够就此停留，既然无法停留别留恋别回头 everything will be ok“ 其实我是那种在幸福将要到达顶峰时就会开始害怕担心的人，道出心声的同时宽慰鼓励了我，希望我最终能好好完成对待幸福的课题，真正拥有这样的心态,,,,掉色蓝水母
40173,4401,"如果青春离场我也不再轻狂
如果可以我还是希望你在场",,,,ppeuppeu(噗噗）
40174,4401,“若生命这东西总有天会失去，那不如就活个尽兴”,,,,不想吃饭le
40175,4401,如果青春离场我也不再轻狂，如果可以我还是希望你在场。线下第一次亲耳听见时，真的很想定格在那个时候，真的好爱你，从未如此爱过一个人,,,,躺躺（Tttt.）
40176,4401,最喜欢真的很难选，经过分析就觉得姐的歌词很好品，每一句都喜欢,,,,WiSH.
40177,4401,"所以别让自己太过消沉
谢谢你，让我的高中没有太过消沉",,,,止望海
40178,4401,祝我更加爱我,,,,mymy
40179,4401,你要的不是我；让我有梦幻、摇滚又现实的感受,,,,h一线
40180,4401,不必开花也叫茉莉 不必慈悲也算神明 角度很新颖 不要被世俗和常规的理论禁锢 坚定的做自己就好,,,,子千
40181,4401,当某朵花凋零在世界尽头。也许我就是那朵花,,,,蜗牛壳
40182,4401,,,,,迷恋不营业
40183,4401,太多了，恋的好多词好有感染力,,,,baymax6-
40184,4401,好多歌词都被我拿来当文案了，恋恋写的太美太好了。硬要答的话，最喜欢的是“保持内心温柔而灵魂自由”。刚入坑的时候狠狠共鸣的一首歌，这句歌词算是我的人生信仰了。,,,,凌云木LMX
40185,4401,每种道理都有反例 别提主义但没主意。希望自己能一直保有思辨力和对具体事物的感知,,,,bourbon
40186,4401,如果拥抱过后热情还没退场 也许我们可以爱出点名堂 无理由偏爱在场,,,,77
40187,4401,若生命这东西总有天会失去，那不如就活个尽兴,,,,KkkAwAiiii_卡卡
40188,4401,我知道永恒说来是有点荒唐，可你让我又忍不住往那想。 ,,,,成ke星xingxing 
40189,4401,好多好多词都特别喜欢 恋恋的词太厉害了 那就写一句当下想到的“管它什么结局 要相信你的决定”,,,,星荷Lotus 
40190,4401,“保持内心温柔，而灵魂自由”这句话一度成为我的微信个性签名。我可能希望自己能成为这样的人吧，感觉这样生活有种淡淡的幸福。,,,,缺牙巴贝壳
40191,4401,“我知道永恒说来是有点荒唐，可你让我又忍不住往那儿想”，彼此怀着爱和期待，约定下次见，就连等待也成为了最浪漫的事,,,,苏格拉没有底
40192,4401,“我们哼着歌，赶走了寂寞”世界上只剩下我们俩，做着最平凡的事，成为最幸福的人,,,,优雅气质小熊猫
40193,4401,晚成的云何妨尽兴 我觉得我还是一个小女孩，没有长大，或许在未来某一天我突然就长大，成为一个让自己满意的大人吧,,,,小太阳阳阳昂
40194,4401,“命运的表总是晚走个几秒 迟到多久看事情多重要 越重要越晚到”这句歌词很多时候都能让我看开那些对我来说非常重要的事情，更坦然地面对遗憾和失意。,,,,潮汐
40195,4401,太多了吧，很难选，在人生的不同阶段会被不同的歌触动到。,,,,金盆洗手版的憨
40196,4401,保持内心温柔而灵魂自由,,,,HAN
40197,4401,"佳丽不负责打扫这人间狼藉。
Everything will be okay!",,,,吃饭喝粥吧
40198,4401,真的很多！选最开始爱的一句吧“我知道永恒说来是有点荒唐，可你让我又忍不住往那想”，再偏爱一下《尽兴》“我调整好表情当作谢幕礼，坠落也是我的作品”,,,,那就吃颗糖好了_
40199,4401,“若生命这东西总有天会失去，不如就活个尽兴。”希望像恋恋一样能够成为疯狂浪漫的存在,,,,Hasdeztwazi
40200,4401,晚成的云何妨尽兴，我们一起冲破时间的枷锁，人间一趟，尽兴就好,,,,嘎嘣脆小靖
40201,4401,我肥沃的土地，不种玫瑰也可以，种苍山与野菊,,,,张文Rose
40202,4401,管他什么结局，要相信你的决定,,,,咂酱面_
40203,4401,我所经历的挫折，都是我累积的存折。,,,,小能
40204,4401,保持内心温柔，而灵魂自由。无论在人生的什么阶段都很适用的一句话。,,,,啦啦啦波小吉 
40205,4401,你别想摆脱我，我别想摆脱你   感觉像是很健康的关系哈哈,,,,梦想是成为闲鱼王
40206,4401,"你要实在喜欢就当我的东西
其实是小天才的每一句
每次听到都会摇头晃脑的
最喜欢这句的话可能就是因为
有点别扭又有点推拉反正很对味就是了",,,,#85
40207,4401,当你见到我 你会认出我 你会爱上我 死都不放过我（因为我想谈恋爱！）,,,,麻瓜小王
40208,4401,祝我寒路酒壶热 祝我长夜美梦多 祝我更加爱我,,,,祈求白昼
40209,4401,愿我保持内心温柔而灵魂自由/若生命这东西总有天会失去 不如让我们活个尽兴,,,,老虎欣
40210,4401,来就大方往前走，走就利落不回头。希望人生不要陷入纠结。,,,,试图不熬夜
40211,4401,好难选，喜欢的太多,,,,爪巴
40212,4401,错过了清晨就拥抱黄昏,,,,蕊蕊要吃冰淇淋
40213,4401,看透我伪装/爱我的荒唐/嬉笑怒骂皆是文章,,,,浣熊没有脑袋
40214,4401,管它什么规矩，你要有爱的勇气,,,,明明乖乖
