编号,场景,文案,图片url,音频url,视频url,用户id
20027,2201,学姐学姐可以帮我补习嘛,,,,三三得九巨蟹
20028,2201,求姐教一下数学，数学还是有点难度，,,,,小安娜琦
20029,2201,你晚饭准备吃啥,,,,予寧冬
20030,2201,可以认识一下嘛学姐 这是我的联系方式～,,,,不署名的爱意
20031,2201,姐，救救我的数学，还有，你以后会越来越好的，相信自己，勇敢向前！,,,,这是一个憨憨的号
20032,2201,学姐，一起去livehouse吗,,,,拖延症小王
20033,2201,hello恋恋，你真的很优秀，不必证明什么，所有的你都被我们爱着呢,,,,小笛子lldg
20034,2201,能教我数学不,,,,温开水
20035,2201,你好，我们可以做朋友吗,,,,昀卿
20036,2201,恋子，the dream will go on!,,,,kiki
20037,2201,同学放学一起走吗,,,,Cc
20038,2201,学姐你好帅你可不可以辅导我全科作业（）,,,,Yuanlizhinv_lian
20039,2201,放学秘密基地见(^_-),,,,iFyyylx
20040,2201,求你了姐，作业借我抄抄  ,,,,阿熊
20041,2201,今天的值日我帮你值了   ,,,,可以喝酒_
20042,2201,可以告诉我咋学好数学吗   ,,,,wLAN丸
20043,2201,看演出走,,,,aoife
20044,2201,学姐你要我QQ不,,,,末日最后一只猫
20045,2201,你高考怎么考的687，还有，你一直都很优秀，你未来有很多人都很爱你,,,,Zest Quest Xenia
20046,2201,你好,,,,关东煮捞下
20047,2201,我喜欢你,,,,18hours_PEACHY 
20048,2201,希望你开心 做你想做的任何事 不是满分也没关系,,,,玛卡jin424
20049,2201,放学一起去吃奇味甜不辣吧,,,,饭团团
20050,2201,我希望此刻的你幸福快乐，但如果生活不那么如意，如果你对未来充满迷茫，请不要怀疑自己，相信自己的决定，未来会有很多很多人爱你，再难也请坚持住，就当是为了我,,,,小羊要悄悄逃离这个失眠的世界啊
20051,2201,做你自己，做一切让你开心的事情。,,,,云里做梦219
20052,2201,everything will be ok,,,,"不如就活个尽兴
"
20053,2201,姐姐你需要学习搭子吗（学渣版）,,,,"土豆大王
"
20054,2201,我喜欢你。然后能当一下我的私教帮我提分吗,,,,vng
20055,2201,那个李清照词集男不值得啊！,,,,云在匆匆流淌
20056,2201,希望你快乐，你可以不完美,,,,Jia
20057,2201,姐姐你真的特别特别棒 未来会有很多很多人爱你 希望你永远做最快乐的自己,,,,恋旧祎雨落
20058,2201,想问问此刻的你最怕什么你认为自己是很早就找到很喜欢、想为之奋斗一生的东西的人吗（如果是，你觉得这是种幸运吗）在当下面对未来，是期待更多，还是迷茫和焦虑更多想借鉴你在很崩溃的状态下自我调节和缓解的方法。,,,,暂时遗弃
20059,2201,你很棒！你未来会大放光彩！不焦虑，爱自己，享受当下！,,,,小农民
20060,2201,可以教我理科吗,,,,柒予
20061,2201,学姐你好厉害！可以加你扣扣吗,,,,熊饼
20062,2201,学姐，我喜欢你,,,,心动颜究日记_锦鲤版
20063,2201,学姐可以交个朋友吗,,,,一条好鱼
20064,2201,你要相信自己是个创作小天才，请耐心努力，我在未来等你！,,,,小喵喵叠猫猫
20065,2201,未来一切都好，尽兴生长吧小恋！,,,,楠木头
20066,2201,我很喜欢你，满腹才情，温柔纯粹，你值得被好好珍惜与偏爱。,,,,zzztw-zzztw
20067,2201,今后的你，实现了梦想，过得比较自由，是很多人心中的大女主！！！,,,,夏天能喝到金菠萝嘛
20068,2201,你好刘恋！我知道你，学习很好，喜欢偷偷去酒吧听歌，有点自恋有点小悲观。下面我要说的，都是真的哦！愿能给你一些希望。你会考上北大，会组乐队，会采访林肯公园，会写自己的歌，有志同道合的朋友，也有很多很多人爱你。其实你不信也没关系，因为有我相信你，你会走到那一天，实现梦想的那一天。,,,,幻想家
20069,2201,不必事事都要满足他人期待，不用那么好也没关系的，总会有人一直爱你的，比如我算一个,,,,世界上最难写的就是自己的名字
20070,2201,,,,,小紙
20071,2201,可以教我数学吗你真的好厉害！！！,,,,甜心奶泡芙_
20072,2201,姐姐 你坚持的事情也是我所坚持的 一定要听自己的心 做每一个决定,,,,瑶瑶
20073,2201,刘夏莱学姐你好，加个V嘛，留个联系方式嘛（捣乱版）,,,,般弱星跳舞的阿离
20074,2201,你是最棒的小女孩,,,,LLMJ小明
20075,2201,“能不能给我讲讲立体几何怎么解”,,,,Lodess云蜮
20076,2201,加QQ吗，一起偷菜、抢车位,,,,吃核桃不吐核桃壳
20077,2201,很高兴认识你 希望有机会能成为好朋友,,,,Ly-Q-z
20078,2201,学姐刚刚谢谢你扶我一把，可以跟你做朋友吗,,,,想退休
20079,2201,恋恋，数学作业借我抄一下~（我不全抄，我会改几个！）,,,,明天别熬夜了吭
20080,2201,刘恋，我喜欢你，你超级厉害!,,,,菠萝饭不要灯笼椒
20081,2201,数学怎么学啊求求你了教教我吧,,,,江川送明月
20082,2201,下课可以一起去小卖部吗 我想和你坐在操场边的台阶上吃着零食 聊聊音乐与理想……,,,,甜甜秀秀雨_y
20083,2201,你是我见过最优秀最努力，最值得一切的小女孩，请永远跟随本心，一定要永远最最爱自己，很幸运认识你，很幸福世界上出现了你,,,,方掷月
20084,2201,“学姐，我喜欢你”,,,,Beesssss
20085,2201,如果你现在心情总是不快乐也没关系，认真享受它，未来这种情绪也许会变成你的作品,,,,Bobi
20086,2201,你以后的路一定宽敞而明亮,,,,Yohovo
20087,2201,学姐，我们能认识一下吗，我想问你数学题,,,,刘恋琉璃鲸
20088,2201,快乐尽兴就好什么时候你都很棒,,,,YKYBHL
20089,2201,同学，下课一起去喝奶茶吗,,,,mio
20090,2201,学姐可以教我数学吗,,,,沐沐1031
20091,2201,学姐放学可以一起去吃串串香嘛,,,,第一我不叫位
20092,2201,  其实化学也没那么难,,,,玫瑰终究会开
20093,2201,你只管做自己，未来并不可怕,,,,onez洋
20094,2201,刘恋同学，我们能一起骑车放学，一起去音像店吗,,,,"小熊猫专车
"
20095,2201,学姐，我好喜欢你呀！,,,,天上有个小傻
20096,2201,妈呀大姐快别学理科了！转文！,,,,la笔小昕
20097,2201,学姐，你太美好了。,,,,鱼鳍
20098,2201,姐姐，我......！,,,,週末愉快在場
20099,2201,未来你会得到很多很多的爱，未来会比想象中的更美好。,,,,听你眼睛里的光
20100,2201,学姐你好香（bushi,,,,三以文
20101,2201,斯人若彩虹，遇上方知有。,,,,梓木
20102,2201,姐姐，以后你会收获到很多很多的爱的，我在未来等你,,,,孤独魔法
20103,2201,cpdd,,,,張張在东北等你
20104,2201,学姐，可以教我写数学题吗，不可以的话就每天和我一起吃饭吧~,,,,刘小泳007
20105,2201,提醒不要啥都在网上说呦，不要问为什么（论网友的考古能力）,,,,咩了个咩
20106,2201,故意写一道错误答案的题，让恋忍不住吐槽我，不过是为了吸引姐姐的注意罢了   ,,,,杀手
20107,2201,未来的你是大明星了，但是还是会在每次表演前紧张还缓解不了，是不是你在化学课上被老师点名倒数的时候吓到了，哈哈,,,,NNNNNNK-
20108,2201,你已经很棒了 不要焦虑 未来一定可以活成自己想要的样子,,,,鱼
20109,2201,,,,,养生小杨爱吃梨
20110,2201,学姐交个朋友吧能不能教我语数英政史地,,,,BETCHA_
20111,2201,想象中我belike：“学姐，我喜欢你。”/“学姐，你缺女朋友吗”/“学姐，我教你化学你教我数学好不好。”实际上最多是“学姐，你唱歌好好听，长得也好漂亮，我们可以加个qq吗”,,,,木木木茗_
20112,2201,“学姐我们交往吧”（bushi,,,,恋落云卷_
20113,2201,你好，我们可以成为朋友吗,,,,排了好几公里
20114,2201,我是从未来穿越过来的V我50我告诉你以后怎么发展（bushi）,,,,林一
20115,2201,学姐你好帅啊 可以做朋友吗,,,,小周
20116,2201,嘻嘻好喜欢你呀，可不可以做朋友啊,,,,废纸团团
20117,2201,想做什么就去做，只要是你想就能成功,,,,词不达意
20118,2201,别焦虑！！！你已经做得很好了！我是从未来穿越来的 你以后会成为一个特别了不起的音乐人 你会写出石破天惊的歌 会有很多很多人爱你,,,,油油油油uu
20119,2201,以后你开演出的时候，给我留张票，行不,,,,香槟两瓶
20120,2201,你特别好，不用讨好别人，你就是值得被大家喜欢的,,,,土豆
20121,2201,学姐可以加个微信吗方便以后问你讲数学题,,,,一只会飞的猪呀_
20122,2201,我会无条件为你在场,,,,Seven
20123,2201,你以后会被好多人爱着的 还会成为大dancer 不要害怕 你担心的事都不会发生 还有 我能和你做朋友嘛 留个联系方式好不,,,,让我出去丸
20124,2201,以后的你，会成为一个特别特别厉害的人，会有很多人喜欢你，你每一个方面都很棒很棒，所以不要太焦虑，允许一切发生，做自己就好（记得以后巡演给我留张票，拜托拜托,,,,迷恋
20125,2201,不必担心未来，会有很多很多人爱你的。你也会成为一个很厉害很厉害的大人，会收获一群志同道合的朋友。慢慢长大吧！,,,,风筝线
20126,2201,,,,,爱恋 aiai
20127,2201,放学别走，老地方见,,,,YwY.
20128,2201,能不能教教我数学怎么考满分,,,,小吴想一直在场
20129,2201,学姐要不要一起组乐队,,,,W.LIN
20130,2201,“你已经非常优秀了，请尽情做自己，会有很多人爱你，我会永远支持你”,,,,2229_
20131,2201,历史有什么学习高效提升指南吗,,,,肠胃炎
20132,2201,写100遍“刘恋”虽然有点老土但感觉是学生时代会为喜欢的人做的中二事,,,,一一站住不许跑
20133,2201,,,,,Tetrahydrofuran_
20134,2201,别爱上吉他男,,,,rain
20135,2201,要不要加入我们烹饪社团，可以把你的创意菜上新学校食堂,,,,萧个蛋挞
20136,2201,坚持，你走的路都是对的,,,,回忆专宠小能喵
20137,2201,永远相信自己！做你想做的！,,,,1105号阿念
20138,2201,要永远相信自己呀,,,,Maxine
20139,2201,学姐，有兴趣一起组乐队,,,,阿卡
20140,2201,你会成为你想成为的一切,,,,夏之恋llll
20141,2201,别太恋爱脑了 多爱自己  你特别好 特别棒,,,,玛卡巴卡混账到老
20142,2201,学姐，你一直都是我想成为的人，优异的成绩，可爱的性格，相同的爱好，会有很多人爱你吧，因为我也是这样，可以和你做朋友吗,,,,ike
20143,2201,学姐我会电吉他，我弹你唱，顺便教教我文科大满贯秘籍呗,,,,阿七
20144,2201,学姐放学可以一起走吗,,,,加绒
20145,2201,学姐我可以要你的联系方式吗      ,,,,大尻
20146,2201,学姐 你好美啊,,,,摇一摇
20147,2201,我想了解你，你有兴趣和我分享你在听的歌吗你去看演出，我可以一起去吗,,,,Huan
20148,2201,作业答案借我抄抄,,,,马天天天
20149,2201,"妳做梦都想不到
未来的妳有多优秀多闪耀",,,,陈xr
20150,2201,能带我一起玩吗,,,,二哈
20151,2201,放学别走！,,,,小蝴蝶Sylvia
20152,2201,你一定会成为特别伟大的歌手。,,,,就酱儿
20153,2201,想抄抄你的数学作业，急急急！,,,,虾条
20154,2201,数学作业给我抄抄，如果是同桌再加一个明天英语听写靠你了,,,,理论摄影部
20155,2201,学姐你接家教补课吗1v1补数学，待遇丰厚，家里管饭,,,,江鸟
20156,2201,我们能成为朋友吗因为未来的你演出门票太难抢了,,,,薯条一盒
20157,2201,"我是未来的你，你要记住3件事
大胆去做一切你想做的因为你都能做好
别内耗你就是很棒
23年大力买黄金",,,,和桃桃争宠
20158,2201,放学等等我 我请你吃烤肠,,,,Kkxxx
20159,2201,学姐能不能和我早恋啊,,,,奕只屁屁桃
20160,2201,自由的人不管做什么都是伟大的,,,,到现在你还在场
20161,2201,以后会有很多人爱你，不要害怕未来，放心长大。,,,,女人不要生气
20162,2201,辛苦了！带带我哈哈哈哈,,,,hia
20163,2201,你的未来我就不剧透啦，反正我知道你会活的很精彩,,,,爱羽球的小耗子
20164,2201,做妳想做的而不是外界需要妳做的,,,,不困
20165,2201,我们在未来等你！,,,,闻起来也不像个受
20166,2201,稍安勿躁，多积累能量，你的未来很精彩，还会更精彩。,,,,KIYO
20167,2201,学姐你唱歌好好听,,,,范德贝克
20168,2201,能不能教教我数学,,,,鱼信国王13
20169,2201,未来的你超级厉害，有很多很多人都爱你，大胆的做你喜欢的自己吧。,,,,只喜欢刘恋
20170,2201,你以后会成为一个大蛋丝儿～哈哈哈哈！,,,,林詩梅
20171,2201,学姐教我数学,,,,吃悬浮
20172,2201,学姐，放学去碾水河吃蛋烘糕嘛~我请你,,,,掉色蓝水母
20173,2201,同学考试可以借我抄一下吗 我数学一点不会,,,,ppeuppeu(噗噗）
20174,2201,学姐你唱歌好好听  ,,,,不想吃饭le
20175,2201,以后早点去浪姐！,,,,躺躺（Tttt.）
20176,2201,塞情书啊当然！,,,,WiSH.
20177,2201,,,,,止望海
20178,2201,学姐好喜欢你（但是以我的胆量根本不敢和如此耀眼的人交朋友）,,,,mymy
20179,2201,听歌的时候耳机可以分我一半吗,,,,h一线
20180,2201,北大学姐能来小学看看我 鼓励我追随你的步伐考北大吗（现在太迟了 得穿越回十好几年前,,,,子千
20181,2201,学姐可以给我补课吗,,,,蜗牛壳
20182,2201,,,,,迷恋不营业
20183,2201,好喜欢你的性格啊，你真的太棒了,,,,baymax6-
20184,2201,请问你可以成为我的朋友吗我永远支持你！,,,,凌云木LMX
20185,2201,悄悄说，你不会成为27岁俱乐部的一员，你的30多岁活得气象万千，如果实现的话能给我打点钱吗我的银行卡号是......,,,,bourbon
20186,2201,学姐等你下课一起走好吗～,,,,77
20187,2201,学姐你真的好优秀，我们可以做朋友吗,,,,KkkAwAiiii_卡卡
20188,2201,你好厉害，以后更厉害,,,,成ke星xingxing 
20189,2201,学姐 你好厉害 放假一起出去玩吧～,,,,星荷Lotus 
20190,2201,学姐，你好厉害啊，这道数学题我不会写，你可以教我吗我们下课一起出去玩吧,,,,缺牙巴贝壳
20191,2201,姐，数学作业借我抄一下呗,,,,苏格拉没有底
20192,2201,同学你好，能教我做不会的题吗，我请你吃糖,,,,优雅气质小熊猫
20193,2201,你是这世界上最棒的女孩，不要担心，你很好，未来会更好,,,,小太阳阳阳昂
20194,2201,学姐请和我交往吧！,,,,潮汐
20195,2201,,,,,金盆洗手版的憨
20196,2201,学姐可以教我做题吗,,,,HAN
20197,2201,相信你自己,,,,吃饭喝粥吧
20198,2201,你已经做得很好啦！大步往前走吧，我们在很精彩的未来等你！,,,,那就吃颗糖好了_
20199,2201,,,,,Hasdeztwazi
20200,2201,放学之后可以给我补数学吗,,,,嘎嘣脆小靖
20201,2201,你怎么这么厉害,,,,张文Rose
20202,2201,我喜欢你,,,,咂酱面_
20203,2201,,,,,小能
20204,2201,学霸姐姐，我可以和你做朋友吗,,,,啦啦啦波小吉 
20205,2201,放学别走！校门口见！,,,,梦想是成为闲鱼王
20206,2201,cd代购有意联系：xxxxxxxxxx,,,,#85
20207,2201,姐姐，长174什么感觉啊，考不上北大的话，要去哪里继续看到你,,,,麻瓜小王
20208,2201,你特别棒 相信你自己,,,,祈求白昼
20209,2201,请问你可以给我辅导数学吗  ,,,,老虎欣
20210,2201,我能和你做朋友吗,,,,试图不熬夜
20211,2201,学姐脑子借我用用。,,,,爪巴
20212,2201,学姐我爱你,,,,蕊蕊要吃冰淇淋
20213,2201,“在吗”,,,,浣熊没有脑袋
20214,2201,我们谈恋爱吧,,,,明明乖乖
20215,2201,没关系 慢慢来 未来等你,,,,嘟嘟
20216,2201,加油，以后见,,,,风沐凡尘
20217,2201,我喜欢你,,,,华
20218,2201,教我数学，算我求你,,,,梨糖
20219,2201,你会长成一个很棒的人，放轻松，我们在未来等你,,,,为堂
20220,2201,一起玩游戏吧！未来见！,,,,果冻
20221,2201,你日后会成为闪闪发亮的星星,,,,恋恋许愿池
20222,2201,学姐 请你伴我余生 ,,,,阿赤
20223,2201,你肯定已经知道未来的你很牛。你配得上一切，别怕失去。,,,,可乐加冰
20224,2201,能借我你的作业抄抄吗   ,,,,20190330一
20225,2201,可以和你做朋友吗,,,,吃着菌儿
20226,2201,学姐，可以跟你做朋友吗,,,,絮
20227,2201,把作业给我抄，我请你去看live,,,,星野
20228,2201,请和我做同桌，把作业主动给我抄。,,,,美味蟹堡王
20229,2202,我也许会想要送现在的刘恋一个海藻球。我现在桌面上就养着一瓶，暂时还没有看出什么变化来。但据说海藻球可以活好多好多好多年，那么应该可以静静地陪小恋读过好多年岁吧。,,,,悄悄很安静
20230,2202,送给现在的刘恋，一个拼豆奶茶鼠,,,,奇衡三
20231,2202,送我当时每个阶段收到的一模一的礼物。,,,,恰逢在场-
20232,2202,想把《奇谈》送给学生时期的恋，如果未来能拿出这样的作品，是不是会在通往未来的道路上更坚定更开心呢。,,,,飞行器
20233,2202,送给处在对自己迷茫和怀疑中的小刘一张《奇谈》相信什么都不用说 小刘就会懂自己的,,,,0_Yuzz
20234,2202,送给大学的恋恋 一张个巡的门票,,,,燊一_
20235,2202,送她一扇能窥见未来的小窗 告诉她不要焦虑也别否定自己 未来的她真的特别棒 会有很多很多人爱她 她会写名垂青史的好歌 她一直在发着光,,,,勤劳的猪啊
20236,2202,送给现在的刘恋一部《血源诅咒》设定集。可能这是姐永远玩不明白的游戏，但它真的很阴森也很美丽,,,,我的猫儿黄白身子金镶玉
20237,2202,送刚结束高考的小恋一份美食菜谱然后督促她好好学做菜，以后出门能给自己整点好的吃，不会饿肚子。,,,,敦敦是个小太阳
20238,2202,在浪三现场为你举牌 也会有人是只为你而来,,,,Salute
20239,2202,想送给未来的她所有粉丝肯定她的话，先让她知道什么时候都有很多人仍然爱她,,,,卡卡罗轩
20240,2202,送给我认识她以后的每一天的刘恋我珍贵的爱哈哈哈！I'm watching you~,,,,初霁之阳
20241,2202,我会送给未来每一天的她 送给她我对她的爱和给她的盲盒礼物！！,,,,小叽不哈气
20242,2202,退休那天 送给她永不退休卡！！（一直唱到99！！）sorry~,,,,是馨鸭
20243,2202,给现在的恋恋做一本精致的尼泊尔书,,,,肖恩嗯呐
20244,2202,答案之书,,,,心动周期不到一秒
20245,2202,送给90岁的她 刘恋要唱到90岁！,,,,吃吃吃宵夜_
20246,2202,送给刚刚开始唱歌的恋一本奇谈专辑，想告诉她以后她一定一定会成为一名很优秀的歌手 创作人，所以不要担心焦虑，大胆的走下去吧。,,,,风风风风晗
20247,2202,读书时候的恋吧，送她一本我手抄的李清照词集，告诉她真心不可笑,,,,草稻
20248,2202,想送她一个拥抱，在她所有自我怀疑，消沉的时候告诉她你已经很好了，有很多很多人爱你,,,,xue
20249,2202,给下次巡演第一场后的刘恋，送什么还没有想好，我再想想，不过一定有一句“下次见”,,,,划
20250,2202,,,,,imyrella
20251,2202,,,,,L&J  
20252,2202,给17岁距离高考还有五十天的小恋 送给她无坚不摧的勇气 并告诉她 她很棒 无论怎样 未来都是美好可期待的 ,,,,一只蛋挞
20253,2202,36岁的恋姐。送一份来着粉丝的支持。,,,,Kims
20254,2202,给成年后的恋恋一笔合理合法的巨款 (有点不现实但很实用了) 希望姐姐能更顺利、更快、更完美地实现自己的理想,,,,人鱼
20255,2202,想送给那个迷茫时期的刘恋一张她现在的专辑，告诉她，她真的一直很棒很棒的,,,,三三得九巨蟹
20256,2202,会在她独自写歌的时候，默默坚持的时候迷漫迷茫的时候送她一面会发光的星星墙,,,,小安娜琦
20257,2202,给现在的刘恋送一本《超美味四季家常菜3888例》,,,,予寧冬
20258,2202,送给创作瓶颈期/对未来感到迷茫的她一封信 但信里不会告诉她任何 关于未来 她会有多么多么的耀眼 而是会写下一些温暖且真挚的话 只需告诉她…继续向前便好 不必在意沿路的荆棘 抬头 总有阳光明媚！,,,,不署名的爱意
20259,2202,,,,,这是一个憨憨的号
20260,2202,送给那个瓶颈期的恋恋一封八百字的信，不要自我怀疑，坚持你自己的想法就好，不要内耗，你已经做的很好了，未来很多人爱你，爱你的每一个作品。,,,,拖延症小王
20261,2202,送她一封信吧，告诉那个小恋恋，她现在找到了自己，被很多人长久无条件的爱着，希望她保持初心，我们在未来等她,,,,小笛子lldg
20262,2202,想送刚毕业不久的刘恋一辆大奔用三轮车搬家辛苦了！,,,,温开水
20263,2202,把一张演出的照片送到刚刚大学毕业的刘恋手里，告诉她用心做自己想做的事情吧！,,,,昀卿
20264,2202,"90岁的刘恋
因为她要唱到90岁。",,,,kiki
20265,2202,送给高中时期的刘恋一支专属她的麦克风,,,,Cc
20266,2202,想送给大学刚毕业的刘恋一封信，告诉她她的组合会得到金曲奖，她会被很多人爱着，希望可以鼓励到那个在北京住出租房的小女孩,,,,Yuanlizhinv_lian
20267,2202,送给上高中的恋她喜欢的cd,,,,iFyyylx
20268,2202,送封信给刚毕业的小刘吧告诉她你的选择对的，现在很多人喜欢你,,,,阿熊
20269,2202,送给写《给我唱首歌》时候的她，想把这个共享文档送给她，让她知道自己还被很多人爱着，不要有太大的压力,,,,可以喝酒_
20270,2202,送给现在的你，送你一只小刺猬,,,,wLAN丸
20271,2202,永远是当下的她，没什么特殊原因。过去是过去，将来是将来。,,,,aoife
20272,2202,给未来吧，谢谢你能一直创作，一直写出好听的歌,,,,末日最后一只猫
20273,2202,送给当下的恋恋吧，过去已经定格，未来还在远方，,,,,Zest Quest Xenia
20274,2202,送现在的刘恋一首大爆曲,,,,关东煮捞下
20275,2202,送给刚去乘风破浪的她吧，那时候还没有那么多人认识她，还没有被那么多的爱所包围，想告诉她，她也是被坚定选择的,,,,18hours_PEACHY 
20276,2202,想把我第一次看恋恋演出的票根送给九十岁的恋恋 告诉她我真的有一直在场,,,,玛卡jin424
20277,2202,下次见面,,,,饭团团
20278,2202,送给90岁的她吧，然后告诉她我还在呢  送个2.5kg的哑铃给她，让她好好锻炼再拼十年。,,,,小羊要悄悄逃离这个失眠的世界啊
20279,2202,送给现在的她吧，因为过去的就随风去吧，我想送给她一个信吧，在信里我会每一句话都肯定她，现在真的很好了！,,,,云里做梦219
20280,2202,送给二十七岁的恋恋一张来自未来的专辑奇谈，告诉她后来有好多好多人爱你，你写出了好棒好棒的作品，大胆往前走吧我们都在未来等你,,,,"不如就活个尽兴
"
20281,2202,给刚开始做音乐的姐姐送一封夸夸信吧！,,,,"土豆大王
"
20282,2202,想给浪姐时期的你送一封信，告诉你别担心，有很多人很多人在爱着你,,,,vng
20283,2202,没有，我觉得恋姐什么都不缺地成为了现在的样子，现在就是最好的模样,,,,云在匆匆流淌
20284,2202,送给写别让自己太过消沉这首歌的时期吧，我不知道该送什么或许抱抱她能好一点吗,,,,Jia
20285,2202,送给创作瓶颈期的恋恋姐一个大大的拥抱 告诉她不要怀疑自己 你真的很棒很棒 ,,,,恋旧祎雨落
20286,2202,对于刘恋来说最重要的、她最难以接受与之分别的一个人/宠物/事物，在ta离开刘恋之前，再多给ta 48小时陪她的时间，让恋恋能尽力和ta有一个好好的、正式的告别，别太遗憾。,,,,暂时遗弃
20287,2202,我会给现在的恋恋送上我最真挚的喜爱和鼓励，希望这份能量能陪伴恋恋走向美好的未来,,,,小农民
20288,2202,现在，送信，告诉她，过去的三年我在场，现在也在场，未来还会在场,,,,柒予
20289,2202,现在的她吧，想送一束花,,,,熊饼
20290,2202,高中的恋恋，告诉她你超级棒，未来会有很多人坚定的爱你，慢慢来,,,,心动颜究日记_锦鲤版
20291,2202,想给浪三的恋恋送很多很多票，这样当时的遗憾会不会少一点,,,,一条好鱼
20292,2202,送给今年的刘恋一个暖心的拥抱：宝贝，你继续前行，我们永远在场！,,,,小喵喵叠猫猫
20293,2202,送给现在的恋恋一束鲜花，继续走花路吧！,,,,楠木头
20294,2202,想送给当下的恋恋，一份不加修饰、简单又真挚的喜欢，再附赠一只lldg，汪汪汪汪汪汪～,,,,zzztw-zzztw
20295,2202,想送给二巡的恋恋一些大屏（商场、地铁站等等）（emmm就是这么务实）,,,,夏天能喝到金菠萝嘛
20296,2202,想送给20代某个坚持不下去的小恋一张《奇谈》专辑。你走的每一步都算数，再往前坚持一下吧！,,,,幻想家
20297,2202,给现在的恋，送她立刻成为世界首富（假设我真能送,,,,世界上最难写的就是自己的名字
20298,2202,,,,,小紙
20299,2202,浪3的恋，送她好多封800字小作文，告诉她有很多人爱她！,,,,甜心奶泡芙_
20300,2202,27岁 姐姐我们还没有认识 我想隔空拥抱那个时候 可能不太快乐的你 你得金曲奖的时候 我想和你分享这份喜悦,,,,瑶瑶
20301,2202,Now，想送现阶段的老姐一些灵感（写歌真是辛苦了）（能不能实现另说）,,,,般弱星跳舞的阿离
20302,2202,回到浪3时，给恋恋送上好多好多票，让恋恋留下来久一点再久一点。,,,,LLMJ小明
20303,2202,上学时期的恋，送给她一把小刀，告诉她不要成为迁就别人的人，面对感情时成为勇敢主宰的那一方,,,,Lodess云蜮
20304,2202,如果可以想给姐很多很多工作，毕竟“我爱上班”,,,,吃核桃不吐核桃壳
20305,2202,送给她每一个怀疑自己的时刻 坚定的告诉她做你自己就好你超级棒！会有许多人一直在场因为你是你而喜欢你支持你 爱你  ,,,,Ly-Q-z
20306,2202,校园比赛前，送你一个绿色定制的话筒。,,,,想退休
20307,2202,创作阶段 送给恋恋无限的创作灵感！,,,,明天别熬夜了吭
20308,2202,希望很早很早就能认识恋恋，能常常去听驻唱，送我自己去当一生的台下观众   ,,,,菠萝饭不要灯笼椒
20309,2202,小时候的她吧，送全套画笔,,,,江川送明月
20310,2202,如果可以穿越的话 我想送给她一张她巡演的门票（即使是已经失效的也没关系）我想告诉她她现在的生活是什么样 她实现了过去的理想而且未来的生活还充满着新的希望,,,,甜甜秀秀雨_y
20311,2202,酒吧驻唱期间吧，送鲜花掌声和祝愿，姐姐不会只是海淀区女歌手，未来的路会一直有鲜花掌声相伴，自信地走下去吧,,,,方掷月
20312,2202,浪姐三公，想多送她一些祝福，和票数（）,,,,Beesssss
20313,2202,给初中时期的刘恋送一盘说唱的CD，那会不会现在她的酒吧里就可以播放嘻哈了   ,,,,Bobi
20314,2202,浪3三公录制的时候，想当面见她给她写好多好多信告诉她我超级支持你,,,,Yohovo
