编号,场景,文案,图片url,音频url,视频url,用户id
10044,1101,"始于浪3，又被巡演深深震撼
第四年啦，时间真快",,,,末日最后一只猫
10045,1101,浪三初舞台直接垂直入坑，这是陪伴恋恋的第四个生日了,,,,Zest Quest Xenia
10046,1101,4,,,,关东煮捞下
10047,1101,当然是浪姐啦！是第四个生日,,,,18hours_PEACHY 
10048,1101,浪姐三公淘汰的时候入坑的 今年是我陪刘恋过的第四个生日,,,,玛卡jin424
10049,1101,乘风破浪入坑，这是我陪刘恋过的第四个生日。,,,,饭团团
10050,1101,因为浪3入坑，一起过的第五个生日啦,,,,小羊要悄悄逃离这个失眠的世界啊
10051,1101,浪3，第四个！！！,,,,云里做梦219
10052,1101,浪三00240切片，乐海锤入坑底，第四个,,,,"不如就活个尽兴
"
10053,1101,乐海和枕边迷航的巡演吧，这是陪你过的第四个生日啦,,,,"土豆大王
"
10054,1101,乐海听到姐姐唱歌被迷得垂直入坑...这是陪姐姐过的第四个生日啦,,,,vng
10055,1101,浪3认识恋姐的，已经是第四个生日啦,,,,云在匆匆流淌
10056,1101,浪三初舞台呢！第四个生日了！  ,,,,Jia
10057,1101,浪3和乐队的海边 这是我陪你过的第4个生日啦小恋,,,,恋旧祎雨落
10058,1101,浪3初舞台和一公选曲时的名场面“0.0.24.0” 看完当场躺坑底，完全小天才来的！23-26，第四个生日啦,,,,暂时遗弃
10059,1101,浪3的初舞台！第四个生日了！,,,,小农民
10060,1101,乐队的海边，第四个生日,,,,柒予
10061,1101,浪姐，第四年啦～,,,,熊饼
10062,1101,浪三的初舞台，第四个生日啦,,,,心动颜究日记_锦鲤版
10063,1101,浪三的舞台，已经四年啦,,,,一条好鱼
10064,1101,浪三梦中人和佳人,,,,小喵喵叠猫猫
10065,1101,浪三初舞台，第四个生日快乐,,,,楠木头
10066,1101,因为最好的浪三，陪恋恋度过的第四个生日,,,,zzztw-zzztw
10067,1101,雾里、梦中人、佳人的舞台&乐海这部青春大电影/第四个,,,,夏天能喝到金菠萝嘛
10068,1101,浪三梦中人入坑。这是第四个生日啦,,,,幻想家
10069,1101,小破海，四个,,,,世界上最难写的就是自己的名字
10070,1101,,,,,小紙
10071,1101,浪3《乘风》MV，真的好吸引人；第四个生日啦,,,,甜心奶泡芙_
10072,1101,乐海的备采环节 然后又回来补了浪3 很喜欢听你娓娓道来地说话 第四个生日啦,,,,瑶瑶
10073,1101,0 0 24 0的时候 我们姐的脑子就是如此迷人性感。竟然已经是第四个生日了，时间好快,,,,般弱星跳舞的阿离
10074,1101,浪3初舞台垂直入坑，竟然是第四个生日了,,,,LLMJ小明
10075,1101,最早在2019听乐园，很喜欢但是不知道是谁唱的（太小了还没有手机），2022又在朋友家看过一集乐海，2023又从繁花有因中听过，直到2024才被我哥介绍认识并粉上（我这坎坷的缘分啊…）今年算是过的第二个生日啦,,,,Lodess云蜮
10076,1101,浪3舞台开始好感，乐海快速上头。原来已经4年了啊,,,,吃核桃不吐核桃壳
10077,1101,浪初舞台 垂直入坑 直接坠入坑底出不来 好喜欢好喜欢好喜欢 怎么可以那么喜欢一个人（除了自己）马上第四个咯 还有好多好多个呢,,,,Ly-Q-z
10078,1101,佳人被淘汰的后知后觉。第4个。,,,,想退休
10079,1101,2022年12月1号大晚上刷抖音刷到《只喝香槟》MV片段深陷其中，然后发现是吃鸡爪上热搜的刘恋！然后不断考古，追着小破海儿，看浪姐~ 直接垂直入坑！第四个生日啦~,,,,明天别熬夜了吭
10080,1101,《在你的婚礼我多喝了两杯》初舞台，太太太有魅力了，说起来也有四五年了吧,,,,菠萝饭不要灯笼椒
10081,1101,"2022年5月20日因为浪姐浅浅入坑，时不时来超话看几眼，越了解越喜欢
第四个生日了",,,,江川送明月
10082,1101,浪姐的初舞台（后来我还在学校演过在你的婚礼我多喝了两杯！）当时对于我来说 恋恋是内娱独一份的知性文艺浪漫有魅力的原创音乐人……所以这是第四个年头啦～,,,,甜甜秀秀雨_y
10083,1101,我的音乐你听吗，完全一见钟情！今年是第四个生日,,,,方掷月
10084,1101,浪三初舞台，今年已经是第四年了，依然在场,,,,Beesssss
10085,1101,23年2月19日枕边迷航福州站，她穿着红丝绒连衣裙走出来的的那一刻，天哪！没见过那么美的女人！这是陪刘恋过的第四个生日。,,,,Bobi
10086,1101,浪3垂直入坑！已经是第四个生日啦,,,,Yohovo
10087,1101,浪3的初舞台《在你的婚礼我多喝了两杯》,,,,刘恋琉璃鲸
10088,1101,因为浪3佳人入坑的，今年是一起过的第四个生日,,,,YKYBHL
10089,1101,浪三录制期间，考古B站入坑。考古的时候已经发布《你要的不是我》，差点就能赶上第五个生日了。,,,,mio
10090,1101,浪3 0 0 24 0 第四个生日啦,,,,沐沐1031
10091,1101,浪三佳人的时候入坑的！已经是一起度过的第四个生日啦！,,,,第一我不叫位
10092,1101,乐海，舞台很棒，第四个啦,,,,玫瑰终究会开
10093,1101,浪姐3，第四个,,,,onez洋
10094,1101,因为浪三，是你的美貌和才华让我掉入坑底。第五个,,,,"小熊猫专车
"
10095,1101,浪3，第四个生日啦,,,,天上有个小傻
10096,1101,浪3！第四个生日！（妈呀时间好快,,,,la笔小昕
10097,1101,浪3初舞台一眼爱上！今年是陪姐姐过的第四个生日！,,,,鱼鳍
10098,1101,"乐夏的即兴PK
第四个了好快啊！",,,,週末愉快在場
10099,1101,浪三初舞台（这什么金黄色的小喇叭好新鲜！叮叮咣咣的她好忙，演起来了！诶呦，怎么还隔着屏幕亲我一口），第四个生日啦！,,,,听你眼睛里的光
10100,1101,因为浪3个人舞台入坑，已经是陪恋恋过生日的第三年啦,,,,三以文
10101,1101,乘风，这是第5个生日,,,,梓木
10102,1101,浪3的每一瞬间，第四个生日,,,,孤独魔法
10103,1101,浪三一见钟情,,,,張張在东北等你
10104,1101,"初见是中考后刷B站，看到了梦中人的舞台。之后慢慢补档，算是日久生情。
这是我陪小恋过的第4个生日。",,,,刘小泳007
10105,1101,浪三垂直入坑，了解完奇谈就黏在坑底（第一个生日，入坑晚的先哭了）,,,,咩了个咩
10106,1101,浪三乐海  严谨的说姐的生日我还从未参加过,,,,杀手
10107,1101,小恋优雅的啃鸡爪研究禽类骨骼学。第一个,,,,NNNNNNK-
10108,1101,抖音刷到营销号的视频 然后听歌入坑,,,,鱼
10109,1101,2024.1.1那场直播 第三个生日啦,,,,养生小杨爱吃梨
10110,1101,不能播   这是第四个生日了,,,,BETCHA_
10111,1101,说来话长，其实22年我还在高二，一开始是因为糖糖看了浪姐cut，发现刘恋这个人好有意思。后来看了从糖糖来之后的乐海，更加被吸引，然后在网易云听了歌，把乐海浪姐补完，遂彻底入坑。第四个生日（p.s.和恋恋同一天生日真是我觉得我这辈子最幸运的事情。）,,,,木木木茗_
10112,1101,乐队的海边！了解一点点后又去看了浪三，完全智性恋天花板！今年是陪姐姐过的第三个生日~,,,,恋落云卷_
10113,1101,微博刷到掏出北大毕业证的那个脱口秀，后来又看了浪三，一转眼就是第四个生日了。,,,,排了好几公里
10114,1101,浪三后期或者说突袭训练室总感觉时间跟记忆对不上号,,,,林一
10115,1101,浪姐3得初舞台,,,,小周
10116,1101,浪3浪3~第四个生日喽！我相信还有很多很多个~,,,,废纸团团
10117,1101,浪三初舞台，捶死在坑里还是上海的平安夜,,,,词不达意
10118,1101,浪三吧，但当时没有eat到这个刘恋，后来刷到枕边迷航的巡演cut完完全全爱上,,,,油油油油uu
10119,1101,偶然在图书馆刷到浪3的视频，被刘恋的舞台吸引。今年是第4个了。,,,,香槟两瓶
10120,1101,当然是我们浪3呀！当年小小的土豆还在备战中考，现在已经是一个大学生了~这是陪你一起过的第四个生日!,,,,土豆
10121,1101,浪三身着绿色西装下车的那一瞬间！再加上初舞台！这是第四个生日啦！一切经历皆有利于你，浪三虽然咱恋子淘汰得早，但是咱恋子创造的四个舞台都是现如今永流传的浪姐舞台！,,,,一只会飞的猪呀_
10122,1101,成都日落之前线下演出入坑，第二个生日,,,,Seven
10123,1101,乐海浪3里集智慧创作能力演唱才华等等等于一身，确实是第一个啦去年才看了乐海和浪3,,,,让我出去丸
10124,1101,偶然打开浪三被姐姐独特的舞台风格和鲜明的人格魅力吸引，现在已经是我认识你的第1207天，第四个生日了,,,,迷恋
10125,1101,浪三在初舞台就被迷住了，第四个生日了！,,,,风筝线
10126,1101,浪三 第四个,,,,爱恋 aiai
10127,1101,穿着绿西装下车的一瞬间，好像具象了一见钟情。第三个年头。生日快乐,,,,YwY.
10128,1101,浪3佳人，那个妆造真的垂直入坑，太爱病娇妆了。第四个生日啦。,,,,小吴想一直在场
10129,1101,浪3的初舞台入坑的，今年是陪恋恋姐过的第四个生日了,,,,W.LIN
10130,1101,初次结缘是在《乐队的海边》，被你独特的人格魅力和嗓音瞬间打动自此一发不可收拾的爱上你。这是陪你过的第四次生日，佳丽生日live现场，我也在场哦,,,,2229_
10131,1101,为了看刘端端打开的音乐缘计划，然后被来，走吸引，后收到喜欢王心凌的同学安利的浪姐3， 这是第一个生日哦，希望以后能陪恋过很多个生日,,,,肠胃炎
10132,1101,在某个焦虑失眠快崩溃的凌晨戴着耳机点开了《消沉》后终于平静下来安心睡去了，第二天醒来后毅然决定：“我一定要爱这个人了”。这是陪刘恋过的第4个生日！,,,,一一站住不许跑
10133,1101,浪姐。大概是第四个,,,,Tetrahydrofuran_
10134,1101,,,,,rain
10135,1101,因为浪三，这是我陪她过的第四个生日,,,,萧个蛋挞
10136,1101,浪3上你指着食物吧台说“这里是社交避难所”的时候；第四个啦,,,,回忆专宠小能喵
10137,1101,浪姐初舞台，严格来说是第3个生日,,,,1105号阿念
10138,1101,浪姐初舞台 短短一分半钟编排的超级有趣,,,,Maxine
10139,1101,浪3。今年是陪恋恋过的第四个生日！,,,,阿卡
10140,1101,浪3，从高二到大二一转眼居然过去这么多年了,,,,夏之恋llll
10141,1101,看浪3的时候刷b站，看到史记垫电脑那个视频，垂直入坑。陪刘恋过的第四个生日了（我竟然还没脱粉 果然明天就跑路的明天比永远爱你的永远更久）,,,,玛卡巴卡混账到老
10142,1101,b站刷到小刘智性恋集锦去看了浪3被迷到现在，第四个！,,,,ike
10143,1101,看浪3垂直入坑，都第四个生日了,,,,阿七
10144,1101,乐海被恋恋的歌声吸引，陪恋恋的第四个生日啦,,,,加绒
10145,1101,奇谈上海站！,,,,大尻
10146,1101,真正入坑 是在乐海时期,,,,摇一摇
10147,1101,不知不觉竟已走到第5年...还能回忆起，被吸引的那刻是在公司电梯里，我领导说“今年浪姐有个广告人”。我好奇搜了微博，然后一发不可收成了爱刘恋中的一员。,,,,Huan
10148,1101,大脑  第5年捏,,,,马天天天
10149,1101,没有精准的纪念日。感情是不知不觉中产生的，一晃神，爱好深。从《尽兴》开始，第4个呢,,,,陈xr
10150,1101,《枕边巡航》南京场延期，在老家先看了福州场，然后一发不可收拾地爱上,,,,二哈
10151,1101,23年4月因为一个热搜去看了浪3后彻底爱上了如此有才华的小熊猫 是第四个生日咯！,,,,小蝴蝶Sylvia
10152,1101,浪姐初舞台，第四个生日了，可惜今年没有生日场。,,,,就酱儿
10153,1101,浪三，第四个生日,,,,虾条
10154,1101,浪姐初舞台入坑，今年是第四个生日啦,,,,理论摄影部
10155,1101,浪3经典0、0、24、0名场面，是第四个啦,,,,江鸟
10156,1101,浪三，今年是第四个生日啦,,,,薯条一盒
10157,1101,巩俐那个广告，感谢那条小红书让我同时知道了刘恋和广告学（“希望我毕业的时候这个行业还存在”） 第四个生日,,,,和桃桃争宠
10158,1101,浪三压脚背  第三个,,,,Kkxxx
10159,1101,浪姐，第四个生日啦,,,,奕只屁屁桃
10160,1101,浪三刚开播一出场，第四个了,,,,到现在你还在场
10161,1101,浪3入坑，掐指一算，严格来说，应该是第四个。,,,,女人不要生气
10162,1101,就这样横冲直撞地踏入了枕边迷航的广州场,,,,hia
10163,1101,因为原创歌词入坑，陪恋姐过的第一个生日,,,,爱羽球的小耗子
10164,1101,"22年浪姐，第一次追星陪你走过了快五年
，第四个生日了姐姐",,,,不困
10165,1101,恋子上大学的时候就关注过了，乐夏垂直入坑，断断续续许多年了。,,,,闻起来也不像个受
10166,1101,浪三主题曲MV惊鸿一瞥，随着节目进行越陷越深，《佳人》一曲结束坑底躺平，如今是第四个生日了。,,,,KIYO
10167,1101,这是陪刘恋过的第5个生日，因为那天偶然的和妈妈一起看了浪三，看到你的初舞台真的被惊艳到了！然后马上关注微博开始考古,,,,范德贝克
10168,1101,在无数次徘徊与错过中我听到《奇谈》这么棒的专辑。第一个生日,,,,鱼信国王13
10169,1101,看浪三时偶然的一个瞬间。第四个生日。,,,,只喜欢刘恋
10170,1101,浪三开播前偶然得知刘恋参赛，那时候就想了解这个人，听了《当你见到我》，touch到my heart了，还看了那时候的生日礼物拆箱等等很多视频，浪三开播后初舞台被惊艳到了。/这应该算是第四个生日吧。,,,,林詩梅
10171,1101,枕边迷航陪朋友去看...第..三个,,,,吃悬浮
10172,1101,浪三初舞台（更具体的是穿着绿西装手持红玫瑰，小王子一样的路透图）今年的话是第四个了哦,,,,掉色蓝水母
10173,1101,浪三初舞台觉得你好特别，后来去搜了觉得你好厉害，就这样喜欢上了！准确来说是第二个 因为前面两个生日的时候还没有正式入坑 就是特别特别喜欢,,,,ppeuppeu(噗噗）
10174,1101,因为浪三卡祖笛和人格魅力与舞台，当时就想这个女人怎能如此的散发魅力，尤其是选歌那一块。。舞台更是啊好听哭了。。至今也不知道为何佳人输了还有梦中人。我还在梦里这是我陪你过的第二个生日！生日快乐！,,,,不想吃饭le
10175,1101,当然是浪三啦，初舞台的卡祖笛谁能不爱呢，敲红酒杯的时候一整个被击中，第四个生日啦，当年的生日很遗憾还没入坑，还好以后的日子还长,,,,躺躺（Tttt.）
10176,1101,浪姐，爱是时长亏欠，如果认识姐更早就好了。第四个吧，以后会有很多个,,,,WiSH.
10177,1101,"浪3初舞台
第四个",,,,止望海
10178,1101,浪三00240，看过枕边迷航一次线下以后就锤入坑底了,,,,mymy
10179,1101,那年某天突然被“明烦”的歌词治愈了，去看了最近的一场枕边迷航，自此捶入坑底；算是陪恋过的第四个吧。,,,,h一线
10180,1101,先是浪姐3 觉得姐很有文人魅力 后来看乐队的海边 青口不张嘴咋办哈哈 小呆熊猫 陪姐过生日的第四年咯,,,,子千
10181,1101,浪3入坑 这是陪小恋过的第三个生日啦,,,,蜗牛壳
10182,1101,,,,,迷恋不营业
10183,1101,乘风MV就注意到了这个有魅力的刘恋，初舞台入坑。第4个生日,,,,baymax6-
10184,1101,因为浪3被恋恋的舞台给吸引，又看了乐海被恋恋的性格所折服，最后听了恋恋的音乐，被恋恋的才华深深打动，狠狠的爱上了！这应该是第四个生日。,,,,凌云木LMX
10185,1101,朋友提起后去b站搜了舞台，哇佳人那几句声音太好听了吧于是开始断断续续关注，后来出国上学一个人在路上走发现只有恋恋每个播客都能听得下去就一直放着，好像一个遥远的朋友。第四个生日！,,,,bourbon
10186,1101,浪3里只觉得这个姐姐很漂亮 但乐海里的刘恋完全吸引了我  ,,,,77
10187,1101,梦中人的舞台垂直入坑，那种我又恋爱了的感觉。第4个啦,,,,KkkAwAiiii_卡卡
10188,1101,乐海 唱在场垂直入坑。这是陪你度过的第4个生日,,,,成ke星xingxing 
10189,1101,"浪三初舞台
是陪刘恋过的第四个生日啦～",,,,星荷Lotus 
10190,1101,因为浪姐入的坑，浪姐初舞台我就觉得恋子好特别，一下子就戳中我的心这是配刘恋过的第4个生日啦  ,,,,缺牙巴贝壳
10191,1101,乐海的《在场》，陪恋子过的第四个生日,,,,苏格拉没有底
10192,1101,"浪三初舞台
第四个生日",,,,优雅气质小熊猫
10193,1101,很神奇的入坑理由，连续一个星期梦见你，才产生了兴趣，要说沉沦应该是2023年2月19日在福州场枕边迷航第一次见到真实的你，再也无法冷静了,,,,小太阳阳阳昂
10194,1101,因为浪3，并没有在最开始就爱上，是看节目后知后觉爱上的。第四个生日啦！,,,,潮汐
10195,1101,初舞台就印象很深，考古b站视频，听到《当你见到我》时就在想，没有人会在现场看她唱完这首歌而不爱上她吧。后来我在现场听过很多次，果然一次比一次更爱。,,,,金盆洗手版的憨
10196,1101,浪3，00240的吸引、舞台的魅力，了解之后的心动。第四个生日啦~,,,,HAN
10197,1101,刘恋的创作，尤其是歌词。今年是第4年的生日了。,,,,吃饭喝粥吧
10198,1101,浪3初舞台，好特别！第四个生日啦！,,,,那就吃颗糖好了_
10199,1101,2022广告圈第一个大制作；陪恋恋过的第四个生日！,,,,Hasdeztwazi
10200,1101,湖南2022-2023跨晚，一起度过的第四个生日啦,,,,嘎嘣脆小靖
10201,1101,2022的浪三，一起度过的第四个生日,,,,张文Rose
10202,1101,浪3，一起度过的第四个生日,,,,咂酱面_
10203,1101,浪三，居然已经是第四个了，时间过得真快呀。,,,,小能
10204,1101,23年第一次看姐的现场就被姐的魅力所折服，垂直入坑。今年是陪恋恋过的第四个生日啦！,,,,啦啦啦波小吉 
10205,1101,因为和女朋友很喜欢你，还是朋友的时候一起去音乐节，我看夏企，她看你，那场音乐节有夏企的签售，在没排上队很沮丧的时候，耳边响起的是恋姐的《别让自己过消沉》，真是狠狠被安慰到了！ 是第二个生日,,,,梦想是成为闲鱼王
10206,1101,"
初舞台吗 认识这人倒是蛮久的 真的看到更多应该就是初舞台吧 第四个生日咯 好快哦",,,,#85
10207,1101,浪3呀！第四个了哦,,,,麻瓜小王
10208,1101,巡演某段弹吉他的直拍 第三个生日啦 ,,,,祈求白昼
10209,1101,乐海的《唯一》舞台，第三个生日啦,,,,老虎欣
10210,1101,有趣和有深度的灵魂，第二个生日,,,,试图不熬夜
10211,1101,《佳人》，第四个,,,,爪巴
10212,1101,一个很奇幻的故事（）不过跟恋恋说后她说她能理解我！ 第一个！！！！,,,,蕊蕊要吃冰淇淋
10213,1101,"“00240”
第四个",,,,浣熊没有脑袋
10214,1101,因为浪姐初舞台入坑的（真正疯狂爱上是和另外一个很喜欢的音乐人房猫的合作舞台）这是我们的第四个一起过的生日啦,,,,明明乖乖
10215,1101,浪姐 第四个,,,,嘟嘟
10216,1101,乐夏就认识了，浪三入坑，第四个,,,,风沐凡尘
10217,1101,雾里入坑 第四个,,,,华
10218,1101,小天才和b站vlog，这是第一个生日  ,,,,梨糖
10219,1101,浪3，准确说是乐海；是陪恋恋的第三个生日啦,,,,为堂
10220,1101,"浪3入坑，主题曲的侧脸照一见钟情！
第四个",,,,果冻
10221,1101,刷到了某一条视频！其实很早就认识姐姐了，但是一直没有深入了解。这次还是第一个呢,,,,恋恋许愿池
10222,1101,"浪三的初舞台 觉得怎么会有这么有魅力又这么全能的姐姐 完全被姐姐的智慧深深吸引 彻底理解智性恋
第二个 也谢谢姐姐陪我从13岁来到了15岁",,,,阿赤
10223,1101,2022.7.18微博上偶然刷到了初舞台的片段。第四个生日了  ,,,,可乐加冰
10224,1101,因为魅力的外表，一见钟情，这是陪我恋的第四个生日,,,,20190330一
10225,1101,浪姐初舞台一见钟情，本来每一季浪姐都是最多看完初舞台就弃坑了，唯独浪3挖到的这个宝藏让我往下看到了三公。感谢刘恋！竟然已经是陪你过的第四个生日了，以前总遗憾没有更早认识你，现在发现时间过得这么快，过去总是不知不觉就积攒起来了，而最美好的是我们可以一起拥抱未来。,,,,吃着菌儿
10226,1101,浪三初舞台一见钟情。已经是第四年了！,,,,絮
10227,1101,因为浪姐入坑，陪你度过四年了,,,,星野
10228,1101,浪姐,,,,美味蟹堡王
10229,1102,《自罚几杯》里那朵七分熟的玫瑰。,,,,悄悄很安静
10230,1102,聪敏但也会犯傻的小熊猫和朋友们在夜晚篝火旁看星星,,,,奇衡三
10231,1102,我同公司的帅气冷脸可爱的领导,,,,恰逢在场-
10232,1102,在春天的树上软趴趴的小熊猫,,,,飞行器
10233,1102,是站在光与阴影的交界处 不同阶段 场合拼接成的刘恋 舞台上的 录音室的 在家创作时的 以前在学校时的…… 众多碎片构成了“刘恋”,,,,0_Yuzz
10234,1102,我觉得很像一个魔法师，会创造出各种不同的东西逗我们开心，也会让我们流出爱的眼泪。或者是胡闹厨房留下的口水hhh,,,,燊一_
10235,1102,星星吧,,,,勤劳的猪啊
10236,1102,会是舞台上第一束聚光灯打下来那一刻，她埋在光影里的侧脸,,,,我的猫儿黄白身子金镶玉
10237,1102,小小的人顶着大大的脑袋走在一条繁花盛开的路上，前方是刚刚升起的太阳，背后是爱她的和她爱的人。,,,,敦敦是个小太阳
10238,1102,,content/0101102.png,,,Salute
10239,1102,广阔的绿色草原里刮着大风吧，自由但难以靠近的,,,,卡卡罗轩
10240,1102,折射彩虹的那滴飘在空中的雾水,,,,初霁之阳
10241,1102,阳光与大草原（只要靠近她就会感到舒适 温暖 自由,,,,小叽不哈气
10242,1102,"当别人说没有什么是完美的
我：“刘恋”
（这是个表情包）",,,,是馨鸭
10243,1102,,content/0151102.png,,,肖恩嗯呐
10244,1102,我用刘恋形容刘恋,,,,心动周期不到一秒
10245,1102,笑眼弯弯，头发软软的小女孩,,,,吃吃吃宵夜_
10246,1102,"舞台上的恋是雨后的一抹晚霞
生活里的恋是秋天的梧桐大道",,,,风风风风晗
10247,1102,一下子想不出来，但大脑出现了很多和幸福相关的的东西，所以应该是刘恋=幸福吧！,,,,草稻
10248,1102,可爱的，毛绒绒的，又带点儿脾气的，有自己想法的，有毒的小东西～,,,,xue
